longitude	station	latitude	revision	location	code
46.58333	Ikalamavony	-21.15	10/26/2019, 00:00:00	Indian/Antananarivo	MG
91.61356	Rangia	26.44931	23 Feb 2020	Asia/Kolkata	IN
-89.71472	Sonzacate	13.73417	01/21/2021, 00:00:00	America/El_Salvador	SV
-45.94722	Alfenas	-21.42917	11/25/2020, 00:00:00	America/Sao_Paulo	BR
24.43973	Yangambi	0.76755	04/26/2017, 00:00:00	Africa/Lubumbashi	CD
36.7138	Binnish	35.95664	21 Aug 2023	Asia/Damascus	SY
100.48528	Bang Ban	14.37395	2024/05/14	Asia/Bangkok	TH
-80.31727	Kendall	25.67927	2020-01-09	America/New_York	US
37.3825	Gaziantep	37.05944	04 Aug 2018	Europe/Istanbul	TR
51.67462	Isfahan	32.65246	2017/06/18	Asia/Tehran	IR
18.28333	Boo	59.33333	2019-07-30	Europe/Stockholm	SE
99.96667	Nakhon Si Thammarat	8.43333	2025/05/28	Asia/Bangkok	TH
33.72798	Zhukovka	53.53395	04 Aug 2018	Europe/Moscow	RU
-71.29144	Middletown	41.54566	2016-02-08	America/New_York	US
5.37429	Houthalen	51.03427	09/22/2024, 00:00:00	Europe/Brussels	BE
29.00974	Mokopane	-24.19436	08/09/2024, 00:00:00	Africa/Johannesburg	ZA
22.53083	Negotin	44.22639	23 Oct 2022	Europe/Belgrade	RS
3.47717	Boumerdas	36.76639	2022-02-23	Africa/Algiers	DZ
8.51667	Verl	51.88333	12 Aug 2023	Europe/Berlin	DE
113.69785	Besuki	-7.73379	07/13/2018, 00:00:00	Asia/Jakarta	ID
65.27258	Tavda	58.04254	11 Dec 2023	Asia/Yekaterinburg	RU
78.14797	Betamcherla	15.45144	01/03/2017, 00:00:00	Asia/Kolkata	IN
38.01667	Debre Tabor	11.85	2020/05/13	Africa/Addis_Ababa	ET
8.2926	Kafanchan	9.58126	2025-01-27	Africa/Lagos	NG
68.21204	Larkana	27.55898	2022-07-08	Asia/Karachi	PK
-40.7475	Guaraciaba do Norte	-4.16694	05/29/2018, 00:00:00	America/Fortaleza	BR
-0.91979	Lower Earley	51.42708	28 Jun 2020	Europe/London	GB
-1.99421	Devizes	51.35084	2019-11-03	Europe/London	GB
14.30935	Afragola	40.92298	2023-07-15	Europe/Rome	IT
9.5586	Schleswig	54.52156	2015/11/29	Europe/Berlin	DE
47.31667	Antanifotsy	-19.65	06 Apr 2021	Indian/Antananarivo	MG
49.62251	Al Jubayl	27.0174	2020-06-04	Asia/Riyadh	SA
100.24529	Batu Feringgi	5.4709	24 Jan 2019	Asia/Kuala_Lumpur	MY
29.26639	Serinhisar	37.58105	2018-05-18	Europe/Istanbul	TR
18.30056	Strzelce Opolskie	50.5107	2022-03-22	Europe/Warsaw	PL
72.54064	Sillanwali	31.82539	2023/10/02	Asia/Karachi	PK
88.18466	Diamond Harbour	22.19303	12/04/2016, 00:00:00	Asia/Kolkata	IN
27.25	Aytos	42.7	2023-01-30	Europe/Sofia	BG
13.373637	Plzeň	49.738430	2019/04/30	Europe/Prague	CZ
4.25633	Beveren	51.21187	2015/12/31	Europe/Brussels	BE
-117.71978	Claremont	34.09668	2016-08-03	America/Los_Angeles	US
16.4	Floridsdorf	48.25	2017-02-22	Europe/Vienna	AT
151.08057	Eastwood	-33.79176	23 Jan 2020	Australia/Sydney	AU
1.53414	les Escaldes	42.50729	03/13/2025, 00:00:00	Europe/Andorra	AD
-80.22588	North Lauderdale	26.2173	2020/08/18	America/New_York	US
77.23826	Sathyamangalam	11.50526	2017/05/16	Asia/Kolkata	IN
77.54372	Periyakulam	10.12268	2022-10-22	Asia/Kolkata	IN
-59.13316	Tandil	-37.32167	2022-09-24	America/Argentina/Buenos_Aires	AR
-4.0573	Viewpark	55.82737	08/23/2024, 00:00:00	Europe/London	GB
-84.23381	Stockbridge	33.54428	16 Jun 2019	America/New_York	US
-43.80139	Itabirito	-20.25333	2016/03/13	America/Sao_Paulo	BR
-37.03861	Barra dos Coqueiros	-10.90889	2017-06-02	America/Maceio	BR
-86.19903	Jinotepe	11.84962	2021-10-21	America/Managua	NI
136.84186	Toba	34.4833	2021/08/05	Asia/Tokyo	JP
9.40531	Gorgonzola	45.53069	11/21/2021, 00:00:00	Europe/Rome	IT
117.81667	Zhoucun	36.81667	05/11/2024, 00:00:00	Asia/Shanghai	CN
-5.55835	Villaquilambre	42.64685	2021/05/07	Europe/Madrid	ES
-1.29243	Mexborough	53.49389	27 Jul 2025	Europe/London	GB
9.17702	Stuttgart	48.78232	2023-09-10	Europe/Berlin	DE
70.91106	Alipur	29.38242	2023/06/30	Asia/Karachi	PK
4.86667	Vienne	45.51667	2023/03/05	Europe/Paris	FR
41.77921	Kobuleti	41.82143	2019-01-22	Asia/Tbilisi	GE
13.63617	Most	50.50301	03/26/2023, 00:00:00	Europe/Prague	CZ
-156.47432	Kahului	20.88953	2019-01-27	Pacific/Honolulu	US
139.6853	Shimotoda	35.815	06/17/2016, 00:00:00	Asia/Tokyo	JP
2.08333	Marly-le-Roi	48.86667	2018/09/29	Europe/Paris	FR
-73.9625	Morningside Heights	40.81	2016/03/04	America/New_York	US
24.75	Ukmerge	55.25	2016-02-28	Europe/Vilnius	LT
37.49338	Tyoply Stan	55.62047	2017/10/13	Europe/Moscow	RU
37.49338	Tyoply Stan	55.62047	09 Jan 2018	Europe/Moscow	RU
-1.05366	Dax	43.71032	2020/02/18	Europe/Paris	FR
-76.72803	Woodlawn	39.32288	2023-08-23	America/New_York	US
99.1625	Tebingtinggi	3.3285	29 Sep 2015	Asia/Jakarta	ID
-60.93173	Esperanza	-31.4488	2020/01/21	America/Argentina/Cordoba	AR
1.6	Pamiers	43.11667	12/25/2017, 00:00:00	Europe/Paris	FR
73.38333	Sangla Hill	31.71667	2020/10/20	Asia/Karachi	PK
-94.91386	Acayucan	17.94979	2023-02-17	America/Mexico_City	MX
84.13864	Jashpurnagar	22.88783	2024/05/14	Asia/Kolkata	IN
-99.32556	San Lorenzo Acopilco	19.32889	29 Aug 2022	America/Mexico_City	MX
8.52462	Adliswil	47.30997	2021/01/24	Europe/Zurich	CH
71.21169	Amreli	21.59983	05/27/2024, 00:00:00	Asia/Kolkata	IN
-2.01111	Great Wyrley	52.66277	08/06/2023, 00:00:00	Europe/London	GB
9.72749	Ehingen	48.28259	2023-01-03	Europe/Berlin	DE
48.26258	Aleshtar	33.86419	03/29/2023, 00:00:00	Asia/Tehran	IR
4.63031	Arles	43.67681	2020/11/16	Europe/Paris	FR
-97.54667	Hutto	30.5427	2024-06-07	America/Chicago	US
2.2469	La Garenne-Colombes	48.90472	2018-11-16	Europe/Paris	FR
4.86667	Vienne	45.51667	2017-03-11	Europe/Paris	FR
8.61839	Bensheim	49.68369	24 Sep 2018	Europe/Berlin	DE
12.1369	Zeitz	51.04962	2016-09-04	Europe/Berlin	DE
122.20488	Zhoushan	29.98869	2019-12-03	Asia/Shanghai	CN
-95.63079	Palestine	31.76212	08/02/2018, 00:00:00	America/Chicago	US
70.91106	Alipur	29.38242	2021-02-05	Asia/Karachi	PK
79.87116	Dehiwala-Mount Lavinia	6.84019	2019-01-31	Asia/Colombo	LK
42.7125	'Ali Sabieh	11.15583	2020-11-05	Africa/Djibouti	DJ
-73.86586	Beaconsfield	45.43341	2021/10/19	America/Toronto	CA
51.0193	Shahre Jadide Andisheh	35.6803	04/02/2023, 00:00:00	Asia/Tehran	IR
38.01667	Debre Tabor	11.85	2021/02/16	Africa/Addis_Ababa	ET
8.2926	Kafanchan	9.58126	03/23/2024, 00:00:00	Africa/Lagos	NG
18.69303	Mongo	12.18441	11/16/2023, 00:00:00	Africa/Ndjamena	TD
-76.88442	Harrisburg	40.2737	12 Apr 2016	America/New_York	US
-67.33122	La Victoria	10.22677	04/05/2021, 00:00:00	America/Caracas	VE
-48.52333	Soure	-0.71667	2017-05-19	America/Belem	BR
72.34424	Andijon	40.78206	01/27/2019, 00:00:00	Asia/Tashkent	UZ
120.03308	Guli	28.88162	02/17/2021, 00:00:00	Asia/Shanghai	CN
-119.01677	Porterville	36.06523	2024-02-24	America/Los_Angeles	US
-74.15987	Nutley	40.82232	2016-02-08	America/New_York	US
113.69785	Besuki	-7.73379	2017/08/20	Asia/Jakarta	ID
17.22635	Skalica	48.8449	2020-10-11	Europe/Bratislava	SK
-88.42814	Huntley	42.16808	06/21/2017, 00:00:00	America/Chicago	US
27.25	Aytos	42.7	01/06/2016, 00:00:00	Europe/Sofia	BG
-71.10077	Santa Cruz de Barahona	18.20854	11/11/2022, 00:00:00	America/Santo_Domingo	DO
3.47717	Boumerdas	36.76639	22 Jul 2023	Africa/Algiers	DZ
12.70038	Cordenons	45.9836	13 Aug 2019	Europe/Rome	IT
-95.63079	Palestine	31.76212	2017/09/24	America/Chicago	US
-118.25508	Glendale	34.14251	03/16/2023, 00:00:00	America/Los_Angeles	US
-73.47429	Massapequa	40.68066	2018/04/24	America/New_York	US
-73.9614	El Copey	10.15031	06/17/2020, 00:00:00	America/Bogota	CO
-50.00639	Palmeira	-25.42944	02 Sep 2020	America/Sao_Paulo	BR
-2.09814	Aberdeen	57.14369	2024-10-23	Europe/London	GB
13.373637	Plzeň	49.738430	2018-09-09	Europe/Prague	CZ
-70.20749	Barinas	8.62261	2019/02/21	America/Caracas	VE
-52.2	Marau	-28.44917	28 Feb 2017	America/Sao_Paulo	BR
126.835	Goyang-si	37.65639	2019/10/14	Asia/Seoul	KR
-52.20639	Altamira	-3.20333	2018-05-03	America/Santarem	BR
4.47124	Schiebroek	51.95838	06/23/2022, 00:00:00	Europe/Amsterdam	NL
-117.70755	Laguna Niguel	33.52253	2017/08/18	America/Los_Angeles	US
38.07083	Stupino	54.90083	2023/05/20	Europe/Moscow	RU
118.9707	Majene	-3.5403	04/14/2020, 00:00:00	Asia/Makassar	ID
120.74221	Changshu City	31.64615	02/26/2018, 00:00:00	Asia/Shanghai	CN
85.4265	Yashkino	55.8736	2021-06-15	Asia/Novokuznetsk	RU
34.34691	Petrozavodsk	61.78491	06/18/2022, 00:00:00	Europe/Moscow	RU
-83.2321	Milledgeville	33.08014	08/13/2023, 00:00:00	America/New_York	US
4.52529	Rixensart	50.71229	2021/06/26	Europe/Brussels	BE
140.72287	Nikolayevsk-on-Amure	53.14657	2016-09-26	Asia/Vladivostok	RU
138.89585	Annaka	36.33011	2020-01-25	Asia/Tokyo	JP
37.55	Arba Minch	6.03333	2023-06-23	Africa/Addis_Ababa	ET
-120.45794	Lompoc	34.63915	2021-06-24	America/Los_Angeles	US
4.07601	Denderleeuw	50.88506	15 Feb 2018	Europe/Brussels	BE
-79.62098	Chilibre	9.15093	12 Mar 2025	America/Panama	PA
-42.29444	Barras	-4.24444	11/11/2024, 00:00:00	America/Fortaleza	BR
14.72443	Ragusa	36.92574	15 Jun 2024	Europe/Rome	IT
24.14662	Tornio	65.84811	20 Feb 2023	Europe/Helsinki	FI
-7.35	An Muileann gCearr	53.53333	08/26/2022, 00:00:00	Europe/Dublin	IE
-66.8499	Yauco	18.03496	06 Aug 2021	America/Puerto_Rico	PR
8.70745	Bretten	49.03685	03/19/2022, 00:00:00	Europe/Berlin	DE
76.0586	Hungund	16.06213	13 Mar 2019	Asia/Kolkata	IN
-78.19444	Front Royal	38.91817	19 Jun 2019	America/New_York	US
78.23456	Bachhraon	28.92694	06/12/2022, 00:00:00	Asia/Kolkata	IN
-2.1875	Westbury	51.26	2015/10/15	Europe/London	GB
-115.98391	Pahrump	36.20829	03/25/2021, 00:00:00	America/Los_Angeles	US
77.656	Pilkhua	28.71271	2024-02-16	Asia/Kolkata	IN
-42.98194	Guapimirim	-22.53722	2022-06-02	America/Sao_Paulo	BR
68.75915	Khairpur Mir‚Äôs	27.52948	2023-08-17	Asia/Karachi	PK
-84.20299	Lebanon	39.43534	2023-07-10	America/New_York	US
-53.13722	Loanda	-22.92306	2018-10-04	America/Sao_Paulo	BR
-1.32471	Newbury	51.40148	04 Oct 2016	Europe/London	GB
152.70493	Maryborough	-25.54073	17 Aug 2024	Australia/Brisbane	AU
-75.11028	Minas de Marcona	-15.21194	2024-05-16	America/Lima	PE
-73.95958	Brighton Beach	40.57788	2018-05-11	America/New_York	US
133.42825	Lesozavodsk	45.47885	11/04/2020, 00:00:00	Asia/Vladivostok	RU
97.01124	Kyaikto	17.30858	03/23/2020, 00:00:00	Asia/Yangon	MM
68.21204	Larkana	27.55898	2022/06/13	Asia/Karachi	PK
120.97844	Guyong	14.8361	2022/05/11	Asia/Manila	PH
65.27258	Tavda	58.04254	05/26/2016, 00:00:00	Asia/Yekaterinburg	RU
11.5	Mbalmayo	3.51667	2019-05-19	Africa/Douala	CM
-77.03116	Buenaventura	3.8801	08/25/2024, 00:00:00	America/Bogota	CO
77.656	Pilkhua	28.71271	29 Jan 2021	Asia/Kolkata	IN
133.42825	Lesozavodsk	45.47885	2015/10/16	Asia/Vladivostok	RU
129.96972	Karatsu	33.4425	09 Nov 2015	Asia/Tokyo	JP
-5.55835	Villaquilambre	42.64685	2024/06/29	Europe/Madrid	ES
69.49015	Ishim	56.11281	19 Sep 2023	Asia/Yekaterinburg	RU
32.88667	Kitgum	3.27833	2023/07/29	Africa/Kampala	UG
130.94098	Hita	33.3213	29 Nov 2022	Asia/Tokyo	JP
-98.1664	Contla	19.32932	2021/08/18	America/Mexico_City	MX
12.1369	Zeitz	51.04962	02/25/2022, 00:00:00	Europe/Berlin	DE
47.3799	Darreh Shahr	33.14447	12/18/2023, 00:00:00	Asia/Tehran	IR
-76.88442	Harrisburg	40.2737	2019-08-16	America/New_York	US
2.18247	el Camp de l'Arpa del Clot	41.41204	2020-06-22	Europe/Madrid	ES
49.62251	Al Jubayl	27.0174	2021-11-14	Asia/Riyadh	SA
1.6	Pamiers	43.11667	27 Sep 2015	Europe/Paris	FR
115.8614	Perth	-31.95224	01/23/2020, 00:00:00	Australia/Perth	AU
5.16108	Bar-le-Duc	48.77275	2021-03-13	Europe/Paris	FR
74.85849	Patti	31.28092	08/25/2019, 00:00:00	Asia/Kolkata	IN
-91.73625	Searcy	35.25064	28 Aug 2019	America/Chicago	US
7.2278	Bad Honnef	50.64336	08 Aug 2020	Europe/Berlin	DE
-41.25528	Resplendor	-19.32556	2019/07/21	America/Sao_Paulo	BR
3.87723	Montpellier	43.61092	2018-02-22	Europe/Paris	FR
32.86389	Roslavl‚Äô	53.95278	10/31/2023, 00:00:00	Europe/Moscow	RU
2.2469	La Garenne-Colombes	48.90472	05/11/2022, 00:00:00	Europe/Paris	FR
4.82313	Lille	51.24197	2022-02-26	Europe/Brussels	BE
6.74549	Losheim	49.5099	2016/07/04	Europe/Berlin	DE
38.16694	Kashira	54.84444	2018-05-11	Europe/Moscow	RU
2.35739	Cardedeu	41.63976	18 Aug 2025	Europe/Madrid	ES
123.89071	Cebu City	10.31672	03/02/2016, 00:00:00	Asia/Manila	PH
14.66737	Campobasso	41.55947	2024-11-14	Europe/Rome	IT
-47.1725	Artur Nogueira	-22.57306	12/30/2019, 00:00:00	America/Sao_Paulo	BR
14.51472	Valletta	35.89972	06/22/2018, 00:00:00	Europe/Malta	MT
-73.75335	Dorval	45.4473	09/14/2022, 00:00:00	America/Toronto	CA
88.1453	Pujali	22.4711	27 Dec 2020	Asia/Kolkata	IN
28.88222	Mudanya	40.37528	02/26/2022, 00:00:00	Europe/Istanbul	TR
-119.48568	Kelowna	49.88307	2018-04-28	America/Vancouver	CA
13.610242	Litvínov	50.598427	2015-09-29	Europe/Prague	CZ
5.03586	Cavaillon	43.83125	12/17/2021, 00:00:00	Europe/Paris	FR
73.66633	Sojat	25.92493	2023-01-02	Asia/Kolkata	IN
16.50104	Bisceglie	41.24264	08/23/2020, 00:00:00	Europe/Rome	IT
2.45012	Bobigny	48.90982	09/11/2025, 00:00:00	Europe/Paris	FR
13.44275	Villabate	38.07789	2018-02-24	Europe/Rome	IT
89.11943	Kushtia	23.9028	03/23/2021, 00:00:00	Asia/Dhaka	BD
4.25633	Beveren	51.21187	2021-01-18	Europe/Brussels	BE
-88.42814	Huntley	42.16808	01/17/2022, 00:00:00	America/Chicago	US
-45.94722	Alfenas	-21.42917	18 Feb 2019	America/Sao_Paulo	BR
30.96755	Zvenihorodka	49.07866	20 May 2016	Europe/Kyiv	UA
5.4584	Les Olives	43.32393	2022-12-07	Europe/Paris	FR
120.74221	Changshu City	31.64615	18 Jan 2016	Asia/Shanghai	CN
23.225	Montana	43.4125	03/28/2021, 00:00:00	Europe/Sofia	BG
152.70493	Maryborough	-25.54073	2021-05-28	Australia/Brisbane	AU
77.23826	Sathyamangalam	11.50526	06/20/2018, 00:00:00	Asia/Kolkata	IN
146.05093	Griffith	-34.28853	11/22/2018, 00:00:00	Australia/Sydney	AU
125.51176	Dongfeng	42.64031	12 Aug 2017	Asia/Shanghai	CN
-105.11221	Ken Caryl	39.57582	15 Aug 2023	America/Denver	US
20.91361	Bogovinje	41.92361	2022/04/14	Europe/Skopje	MK
-1.48119	Belper	53.0233	2018/10/27	Europe/London	GB
4.62744	El Achir	36.06386	10 Nov 2018	Africa/Algiers	DZ
-0.45877	Niort	46.32313	2016/11/26	Europe/Paris	FR
-116.97725	Beaumont	33.92946	2018-09-25	America/Los_Angeles	US
-1.4001	Mampong	7.06273	2020/07/21	Africa/Accra	GH
73.85535	Pune	18.51957	2023/12/01	Asia/Kolkata	IN
-75.64963	Pottstown	40.24537	2017-10-08	America/New_York	US
71.21169	Amreli	21.59983	2019/04/08	Asia/Kolkata	IN
-63.13414	Charlottetown	46.23899	05 Aug 2023	America/Halifax	CA
-77.37331	Mechanicsville	37.60876	2017-09-13	America/New_York	US
9.37082	Siliana	36.08497	2018/05/30	Africa/Tunis	TN
-48.67028	Imbituba	-28.24	2018-04-09	America/Sao_Paulo	BR
122.74754	Haicheng	40.85158	2016/02/13	Asia/Shanghai	CN
75.11937	Parola	20.88098	2019-11-17	Asia/Kolkata	IN
-77.70066	Gates-North Gates	43.16547	2021/11/16	America/New_York	US
7.02238	Gronau	52.21099	2021-03-20	Europe/Berlin	DE
-61.62498	Grenville	12.12278	2016-02-07	America/Grenada	GD
-93.75018	Shreveport	32.52515	2017-04-07	America/Chicago	US
10.58082	Msaken	35.72917	12/06/2018, 00:00:00	Africa/Tunis	TN
2.08333	Marly-le-Roi	48.86667	2021/07/22	Europe/Paris	FR
-94.74049	Longview	32.5007	2017-12-05	America/Chicago	US
-118.03917	South Whittier	33.95015	27 Mar 2017	America/Los_Angeles	US
83.62389	Novosilikatnyy	53.30972	03/12/2019, 00:00:00	Asia/Barnaul	RU
110.8405	Kudus	-6.8048	2021-04-08	Asia/Jakarta	ID
145.13643	Frankston South	-38.16604	03/01/2025, 00:00:00	Australia/Melbourne	AU
10.98461	Friedberg	48.35693	04/16/2025, 00:00:00	Europe/Berlin	DE
115.70111	Hengshui	37.73222	2017/05/04	Asia/Shanghai	CN
-5.682	Lakota	5.84752	2019/01/29	Africa/Abidjan	CI
126.665	Hongseong	36.6009	11 Jun 2016	Asia/Seoul	KR
85.83334	Bhuban	20.88197	2021-03-17	Asia/Kolkata	IN
18.84	Budva	42.28639	2023-04-07	Europe/Podgorica	ME
128.9889	T‚Äôaebaek	37.1759	09/10/2018, 00:00:00	Asia/Seoul	KR
-93.11308	Tuxtla	16.75973	2021/02/21	America/Mexico_City	MX
75.11937	Parola	20.88098	2020-09-25	Asia/Kolkata	IN
-82.45426	Venice	27.09978	07 Apr 2018	America/New_York	US
91.00632	Barpeta	26.32293	2016/12/12	Asia/Kolkata	IN
-37.65	Lagarto	-10.91722	09/02/2024, 00:00:00	America/Maceio	BR
46.5813	Alatyr‚Äô	54.8421	22 Dec 2023	Europe/Moscow	RU
72.93924	Uran	18.87813	30 Jul 2016	Asia/Kolkata	IN
139.6853	Shimotoda	35.815	15 Jul 2017	Asia/Tokyo	JP
-90.10674	Estelle	29.84576	2021/04/04	America/Chicago	US
-122.2054	Bothell	47.76232	2016/08/17	America/Los_Angeles	US
51.49621	Nowshahr	36.64852	13 May 2019	Asia/Tehran	IR
34.37389	Sungurlu	40.1675	08/29/2024, 00:00:00	Europe/Istanbul	TR
9.17702	Stuttgart	48.78232	2017-03-05	Europe/Berlin	DE
30.2049	Vitebsk	55.1904	2017-12-13	Europe/Minsk	BY
46.10925	Gudermes	43.35071	16 Nov 2023	Europe/Moscow	RU
86.00214	Hoxtolgay	46.51872	17 Dec 2023	Asia/Urumqi	CN
48.87498	Astara	38.45598	22 Jan 2024	Asia/Baku	AZ
104.09701	Simpang	-1.26424	18 May 2022	Asia/Jakarta	ID
4.08282	Beni Douala	36.61954	2022/04/08	Africa/Algiers	DZ
-2.52398	Winsford	53.19146	2016-05-04	Europe/London	GB
83.97573	Sambalpur	21.46527	15 Sep 2017	Asia/Kolkata	IN
91.00632	Barpeta	26.32293	06/30/2021, 00:00:00	Asia/Kolkata	IN
-77.96389	Martinsburg	39.45621	2022-04-28	America/New_York	US
4.25633	Beveren	51.21187	19 Jun 2024	Europe/Brussels	BE
88.28637	Pandua	23.07492	11/13/2018, 00:00:00	Asia/Kolkata	IN
121.06761	San Jose	12.35275	2020-09-08	Asia/Manila	PH
-116.56346	Nampa	43.54072	08/16/2018, 00:00:00	America/Boise	US
40.74357	Mardin	37.31309	01/14/2019, 00:00:00	Europe/Istanbul	TR
14.66737	Campobasso	41.55947	30 Jun 2024	Europe/Rome	IT
-2.68758	Leyland	53.69786	19 May 2016	Europe/London	GB
77.40858	Leteri	24.05979	2018-04-11	Asia/Kolkata	IN
145.06667	Carnegie	-37.88333	03/12/2020, 00:00:00	Australia/Melbourne	AU
144.09638	Motomachi	43.82634	01/09/2019, 00:00:00	Asia/Tokyo	JP
36.25361	Polohy	47.48444	2020/07/03	Europe/Zaporozhye	UA
4.74161	Ilesa	7.62789	08 Oct 2019	Africa/Lagos	NG
125.51176	Dongfeng	42.64031	17 May 2025	Asia/Shanghai	CN
140.73667	Hakodate	41.77583	2019-01-21	Asia/Tokyo	JP
-113.3187	Sherwood Park	53.51684	07/24/2020, 00:00:00	America/Edmonton	CA
47.3799	Darreh Shahr	33.14447	01 Jan 2016	Asia/Tehran	IR
47.31667	Antanifotsy	-19.65	2021-06-19	Indian/Antananarivo	MG
19.91667	Luena	-11.78333	10/15/2023, 00:00:00	Africa/Luanda	AO
41.77921	Kobuleti	41.82143	11/30/2024, 00:00:00	Asia/Tbilisi	GE
13.39954	Falconara Marittima	43.62558	02/06/2017, 00:00:00	Europe/Rome	IT
77.40858	Leteri	24.05979	03/06/2020, 00:00:00	Asia/Kolkata	IN
-62.64102	Ciudad Guayana	8.35122	2021-10-13	America/Caracas	VE
-2.68758	Leyland	53.69786	2018/04/07	Europe/London	GB
-86.78777	Vestavia Hills	33.44872	2021-12-02	America/Chicago	US
42.7125	'Ali Sabieh	11.15583	04/27/2016, 00:00:00	Africa/Djibouti	DJ
-52.67056	Pato Branco	-26.22861	31 May 2022	America/Sao_Paulo	BR
77.23826	Sathyamangalam	11.50526	2020/02/05	Asia/Kolkata	IN
-60.94228	Le Robert	14.67751	2024/04/29	America/Martinique	MQ
123.89071	Cebu City	10.31672	2015/10/04	Asia/Manila	PH
8.86704	Nidderau	50.23805	09 Oct 2022	Europe/Berlin	DE
113.13148	Foshan	23.02677	11/22/2016, 00:00:00	Asia/Shanghai	CN
-88.70464	Tupelo	34.25807	2023-10-07	America/Chicago	US
-3.05	Blackpool	53.81667	2015/11/27	Europe/London	GB
-65.71875	Tupiza	-21.44345	2024-07-21	America/La_Paz	BO
-50.19556	Iturama	-19.72806	2024-07-27	America/Sao_Paulo	BR
-56.52361	Durazno	-33.38056	2017/06/05	America/Montevideo	UY
-41.25528	Resplendor	-19.32556	08 Jan 2024	America/Sao_Paulo	BR
-70.6996	San Bernardo	-33.59217	2020/05/31	America/Santiago	CL
-2.58736	Arbroath	56.56317	2015-11-04	Europe/London	GB
4.86667	Vienne	45.51667	2019/06/03	Europe/Paris	FR
9.85	Halstenbek	53.63333	21 Dec 2022	Europe/Berlin	DE
24.43973	Yangambi	0.76755	2016/04/25	Africa/Lubumbashi	CD
-66.8499	Yauco	18.03496	12 Nov 2024	America/Puerto_Rico	PR
11.412	Montecchio Maggiore-Alte Ceccato	45.50369	05/27/2016, 00:00:00	Europe/Rome	IT
77.54372	Periyakulam	10.12268	2017-05-03	Asia/Kolkata	IN
-73.86586	Beaconsfield	45.43341	2022-04-12	America/Toronto	CA
70.96699	Kot Addu	30.46907	03/06/2017, 00:00:00	Asia/Karachi	PK
120.56528	Pilar	14.66	09/09/2024, 00:00:00	Asia/Manila	PH
-100.88023	Salvatierra	20.21322	06 Aug 2016	America/Mexico_City	MX
77.70636	Meerut	28.98002	2023/10/27	Asia/Kolkata	IN
-79.62098	Chilibre	9.15093	2016/01/19	America/Panama	PA
-84.62081	Waverly	42.7392	2023-09-19	America/Detroit	US
-74.07764	Jersey City	40.72816	09/08/2018, 00:00:00	America/New_York	US
29.47306	Beni	0.49113	2015-12-11	Africa/Lubumbashi	CD
21.32778	Saraj	42	2022-03-18	Europe/Skopje	MK
117.27583	Sishui	35.64889	09/06/2018, 00:00:00	Asia/Shanghai	CN
137.36215	Namerikawa	36.75965	2020-04-29	Asia/Tokyo	JP
79.87116	Dehiwala-Mount Lavinia	6.84019	2017/10/09	Asia/Colombo	LK
73.06784	Sheoganj	25.13915	24 May 2022	Asia/Kolkata	IN
-122.23484	Kent	47.38093	2025-09-07	America/Los_Angeles	US
46.5813	Alatyr‚Äô	54.8421	01/04/2016, 00:00:00	Europe/Moscow	RU
43.38531	Baki	9.89206	02 Nov 2023	Africa/Mogadishu	SO
-1.4001	Mampong	7.06273	2023/06/21	Africa/Accra	GH
-37.07167	Aracaju	-10.91111	12/19/2022, 00:00:00	America/Maceio	BR
120.03308	Guli	28.88162	31 May 2017	Asia/Shanghai	CN
-81.38758	Palm Valley	30.17746	16 Mar 2024	America/New_York	US
-72.09391	Thomazeau	18.65297	2016/11/20	America/Port-au-Prince	HT
37.99117	Krymsk	44.92934	2024-04-08	Europe/Moscow	RU
-84.23381	Stockbridge	33.54428	08/30/2017, 00:00:00	America/New_York	US
29.26639	Serinhisar	37.58105	21 Dec 2022	Europe/Istanbul	TR
9.47629	Stade	53.59337	10 May 2020	Europe/Berlin	DE
8.55552	Sassari	40.72586	2019-01-21	Europe/Rome	IT
122.20488	Zhoushan	29.98869	2020-11-25	Asia/Shanghai	CN
-1.08593	Southsea	50.79205	2020/09/30	Europe/London	GB
-115.98391	Pahrump	36.20829	04 Oct 2023	America/Los_Angeles	US
-42.29444	Barras	-4.24444	11/09/2021, 00:00:00	America/Fortaleza	BR
-74.73584	Honda	5.20856	30 Oct 2015	America/Bogota	CO
8.51667	Verl	51.88333	2019-08-12	Europe/Berlin	DE
135.6	Yao	34.61667	28 Jun 2016	Asia/Tokyo	JP
-86.58208	Somoto	13.48082	2019/11/28	America/Managua	NI
106.85417	Cibinong	-6.48167	09 Nov 2021	Asia/Jakarta	ID
-67.33122	La Victoria	10.22677	2025-02-14	America/Caracas	VE
69.67639	Parkent	41.29444	2020-11-12	Asia/Tashkent	UZ
-1.4001	Mampong	7.06273	21 Apr 2017	Africa/Accra	GH
28.19028	Narva	59.37722	2023/11/02	Europe/Tallinn	EE
